0,1,2
14.0,1.0,35.16012535552527
14.0,2.0,38.101763491167915
14.0,3.0,40.7187677675211
14.0,4.0,42.954012055221924
14.0,5.0,44.78345630641731
14.0,6.0,46.20152088108932
14.0,7.0,47.21186538790578
14.0,8.0,47.82257988116492
14.0,9.0,48.043991160482776
14.0,10.0,47.887711465272346
14.0,11.0,47.36611410018649
14.0,12.0,46.491872742343205
14.0,13.0,45.27757217561468
14.0,14.0,43.735769664076685
14.0,15.0,41.880339765050394
14.0,16.0,39.730494767089056
14.0,17.0,37.31930015611496
14.0,18.0,34.70770227469433
14.0,19.0,32.0
15.0,0.0,32.0
15.0,1.0,34.513402965397646
15.0,2.0,36.87128210383092
15.0,3.0,38.99350540940249
15.0,4.0,40.827580424146596
15.0,5.0,42.34392306833977
15.0,6.0,43.52877058976602
15.0,7.0,44.37830211413163
15.0,8.0,44.89473942916302
15.0,9.0,45.08405961669815
15.0,10.0,44.95472819184611
15.0,11.0,44.516991466502844
15.0,12.0,43.78249336891837
15.0,13.0,42.76422336047584
15.0,14.0,41.47704387363689
15.0,15.0,39.939273293464126
15.0,16.0,38.17593224725785
15.0,17.0,36.22404010209807
15.0,18.0,34.13920976575966
15.0,19.0,32.0
16.0,0.0,32.0
16.0,1.0,33.87910939413142
16.0,2.0,35.64905659177367
16.0,3.0,37.25276424888456
16.0,4.0,38.64889188522556
16.0,5.0,39.810925975915865
16.0,6.0,40.72402879558023
16.0,7.0,41.381692790519764
16.0,8.0,41.783090443644184
16.0,9.0,41.93126444636501
16.0,10.0,41.83199732581026
16.0,11.0,41.493158596703964
16.0,12.0,40.92440918275159
16.0,13.0,40.13726838121899
16.0,14.0,39.14567444615651
16.0,15.0,37.9672523324772
16.0,16.0,36.62546228911008
16.0,17.0,35.152498835710816
16.0,18.0,33.592066092420595
16.0,19.0,32.0
17.0,0.0,32.0
17.0,1.0,33.24801317466901
17.0,2.0,34.42602591101009
17.0,3.0,35.497401153784054
17.0,4.0,36.43415251598289
17.0,5.0,37.217089757715684
17.0,6.0,37.83452848105143
17.0,7.0,38.280563133197454
17.0,8.0,38.55350064832791
17.0,9.0,38.654674957743616
17.0,10.0,38.5876489261394
17.0,11.0,38.35773951809614
17.0,12.0,37.97181723198532
17.0,13.0,37.438383480153135
17.0,14.0,36.767982410968855
17.0,15.0,35.97401940807213
17.0,16.0,35.073988530250716
17.0,17.0,34.09089844260794
17.0,18.0,33.05431028403652
17.0,19.0,32.0
18.0,0.0,32.0
18.0,1.0,32.62020069497604
18.0,2.0,33.20622257285984
18.0,3.0,33.74020086351551
18.0,4.0,34.208131159319606
18.0,5.0,34.600093127432174
18.0,6.0,34.90980506757242
18.0,7.0,35.13390327896074
18.0,8.0,35.271227279779076
18.0,9.0,35.32224409827499
18.0,10.0,35.28864356301197
18.0,11.0,35.17309279568606
18.0,12.0,34.979135173263955
18.0,13.0,34.711235662257444
18.0,14.0,34.37499114713257
18.0,15.0,33.977521678409126
18.0,16.0,33.52801521122954
18.0,17.0,33.03829756373876
18.0,18.0,32.52315196194382
18.0,19.0,32.0
19.0,0.0,32.0
19.0,1.0,32.0
19.0,2.0,32.0
19.0,3.0,32.0
19.0,4.0,32.0
19.0,5.0,32.0
19.0,6.0,32.0
19.0,7.0,32.0
19.0,8.0,32.0
19.0,9.0,32.0
19.0,10.0,32.0
19.0,11.0,32.0
19.0,12.0,32.0
19.0,13.0,32.0
19.0,14.0,32.0
19.0,15.0,32.0
19.0,16.0,32.0
19.0,17.0,32.0
19.0,18.0,32.0
19.0,19.0,32.0
